respondentID,Owners,AreaType,HistoricalBuilding,ROOFsunlight,HPrenovation,PrivateParking,OWNconventionalcar,OWNhybridcar,OWNelectriccar,OWNsolarsystem,OWNthermal,OWNheatpump,OWNstoragebattery,FutureNOcar,WhenConventionalCar,WhenHeV,EVWoMowners,VoiturePrincipale,CarPurchaseFrequency,WhenThermique,HPWoMowners,PVWoMowners,BatteryOWNERS_r1,Battery_installation,CarSize,neighboordhood_r2,PVPROBben_savings.x,PVPROBben_independence.x,PVPROBben_environment.x,PVPROBben_collectiveAction.x,PVPROBrisks_highInvestCost.x,PVPROBrisks_lowReturnOnInvestment.x,HPPROBben_savings.x,HPPROBben_environment.x,HPPROBben_collectiveAction.x,HPPROBrisks_highInvestCost.x,HPPROBrisks_lowReturnOnInvestment.x,EVPROBben_savings,EVPROBben_independence,EVPROBben_environment,EVPROBben_collectiveAction,EVPROBrisks_highInvestCost,EVPROBrisks_lowReturnOnInvestment,NegEmotionsCC,PosEmotionsCC,PVEmotion.x,EVEmotion,PVIntercept,PVInvCost,PVNetBill,PVGHG,PVSelfsuff,PVPeers,PVPROBben_savings.y,PVPROBben_independence.y,PVPROBben_environment.y,PVPROBben_collectiveAction.y,PVPROBrisks_highInvestCost.y,PVPROBrisks_lowReturnOnInvestment.y,PVEmotion.y,PVNegEmotionsCC,PVPosEmotionsCC,PVOWNelectriccar,PVOWNheatpump,sEVIntercept,sEVInvCost,sEVSavings,sEVGHG,sEVRange,sEVPeers,sEVPROBben_savings,sEVPROBben_independence,sEVPROBben_environment,sEVPROBben_collectiveAction,sEVPROBrisks_highInvestCost,sEVPROBrisks_lowReturnOnInvestment,sEVEmotion,sEVNegEmotionsCC,sEVPosEmotionsCC,sEVOWNsolarpanels,sEVOWNheatpump,mEVIntercept,mEVInvCost,mEVSavings,mEVGHG,mEVRange,mEVPeers,mEVPROBben_savings,mEVPROBben_independence,mEVPROBben_environment,mEVPROBben_collectiveAction,mEVPROBrisks_highInvestCost,mEVPROBrisks_lowReturnOnInvestment,mEVEmotion,mEVNegEmotionsCC,mEVPosEmotionsCC,mEVOWNsolarpanels,mEVOWNheatpump,lEVIntercept,lEVInvCost,lEVSavings,lEVGHG,lEVRange,lEVPeers,lEVPROBben_savings,lEVPROBben_independence,lEVPROBben_environment,lEVPROBben_collectiveAction,lEVPROBrisks_highInvestCost,lEVPROBrisks_lowReturnOnInvestment,lEVEmotion,lEVNegEmotionsCC,lEVPosEmotionsCC,lEVOWNsolarpanels,lEVOWNheatpump,HPIntercept,HPInvCost,HPSavings,HPGHG,HPPeers,HPPROBben_savings.y,HPPROBben_environment.y,HPPROBben_collectiveAction.y,HPPROBrisks_highInvestCost.y,HPPROBrisks_lowReturnOnInvestment.y,HPEmotion.y,HPNegEmotionsCC,HPPosEmotionsCC,HPOWNelectriccar,HPOWNsolarpanels,emoPVposWOM,emoPVnegWOM,emoHPposWOM,emoHPnegWOM,emoEVposWOM,emoEVnegWOM
484,0,urban,Not,Yes,I don't know,Yes,1,0,0,0,0,0,0, ,2018, , ,ConventionalCAR,every 4 years, , , , ,Not,Small car,4,0.333333333,0.5,0.833333333,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0.5,0.166666667,0.833333333,0.666666667,0.666666667,0.5,0.666666667,0.166666667,0.75,0.83,-1.098366815,-0.271580821,0.001401686,-0.060107006,5.55442344,0.502164699,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,3.465677716,-0.189328847,0.087943298,-0.101532481,0.378576615,0.136233579,1.90558475,1.02553557,1.796615369,0.190167183,-1.076068181,0.107928073,0.668465529,0.726193125,-0.759835072,0.002130821,0.353338683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.855800092,-0.623669145,1.050422363,-0.158006603,0.972499246,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
486,1,rural,Not,Yes,2000-2009,Yes,1,0,0,0,0,0,0, ,2012, , ,ConventionalCAR,every 8 years, , , , ,Yes,Large car,7,0,0.833333333,0.5,0.333333333,0.333333333,1,0.666666667,0.666666667,0.833333333,0.5,0.666666667,0.5,0.333333333,0.5,0.833333333,1,1,0.333333333,0.666666667,0.9,0.99,0.44995704,-0.159348423,0.00307116,-0.061448915,8.532178038,0.551597411,1.069849741,0.182137167,0.627185034,1.213393704,-1.064254834,-0.475503789,0.433814273,0.039795865,0.201291911,0.740788254,-0.232731592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.821098046,-0.114590157,0.080763071,-0.099349855,0.538703178,0.178742517,4.332540293,0.345358873,2.167301738,0.307336263,-1.658048382,0.330187028,0.119272061,-0.888829706,-0.904266788,0.215179236,-0.201205797,7.172842673,-0.060260735,0.481453973,-0.315458598,1.822867812,3.153792289,2.289863379,-0.297357579,-1.66821826,0.182380349,1.614212581,1.090699657,-0.036396201,0.764293046,-0.003157494,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
487,0,urban,Not,Not,I don't know,Not,0,1,0,0,0,0,0, , ,2022, ,HEV,every 4 years, , , , ,Not,Large car,2,0,0,0.166666667,0.166666667,1,1,0,0.166666667,0.166666667,1,1,0,0,0.5,0,1,1,0.047619048,0.388888889,0.49,0.45,-1.056407062,-0.252330462,0.001849883,-0.055561054,5.776156441,0.543850108,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.649116974,-0.114175927,0.095645377,-0.099224226,0.697275997,0.313669033,4.332540293,0.345358873,2.167301738,0.307336263,-1.658048382,0.330187028,0.119272061,-0.888829706,-0.904266788,0.215179236,-0.201205797,2.404091269,-0.439976347,0.793551705,-0.167822853,0.915806695,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
489,1,rural,Not,Yes,I don't know,Yes,1,0,0,1,0,1,1, ,2022, , ,ConventionalCAR,every 12 years or when needed, ,PositiveFeedback,PositiveFeedback, , ,Medium car,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.166666667,0.166666667,0.666666667,0.666666667,0.619047619,0.277777778,0.9,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17922122,-0.103949,0.122162692,-0.087742345,0.4714006,0.478893096,1.175740122,0.607893547,1.039067853,0.215500287,-1.014752689,-0.520960791,1.449335409,0.289788546,-0.075828949,0.539662865,0.065356628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
490,0,urban,Not,Yes,2010-2019,Yes,0,0,0,0,0,0,0,Yes, , , , , , , , , ,Not,Small car,4,0.5,0.5,0.666666667,0.5,0.5,0.666666667,0.833333333,0.833333333,0.5,0.5,0.333333333,0.166666667,0.333333333,0.333333333,0.5,0.833333333,0.666666667,0.785714286,0.5,0.82,0.5,-1.420524311,-0.359141931,0.002729783,-0.013085683,6.013184377,0.589685828,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,2.566508275,-0.234992911,0.073440915,-0.055754869,0.220532489,-0.086913638,1.90558475,1.02553557,1.796615369,0.190167183,-1.076068181,0.107928073,0.668465529,0.726193125,-0.759835072,0.002130821,0.353338683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.331983617,-0.659613942,1.112054004,-0.182464828,0.24592694,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
491,1,urban,Not,Yes,1990-1999,Yes,0,1,0,1,0,0,0, , ,2017, ,HEV,every 12 years or when needed, , ,MixedFeedback,Yes, ,Large car,6,NA,NA,NA,NA,NA,NA,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0.333333333,0.666666667,0.833333333,0.333333333,0.666666667,0.611111111,0.82,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82753637,-0.113817024,0.079201718,-0.097694028,0.49746549,0.148780189,4.332540293,0.345358873,2.167301738,0.307336263,-1.658048382,0.330187028,0.119272061,-0.888829706,-0.904266788,0.215179236,-0.201205797,2.844420426,-0.465204806,0.150785506,-0.108078834,0.47617704,3.153792289,2.289863379,-0.297357579,-1.66821826,0.182380349,1.614212581,1.090699657,-0.036396201,0.764293046,-0.003157494,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
492,0,urban,Not,Yes,I don't know,Yes,0,0,0,0,0,0,0,Yes, , , , , , , , , ,Not,Large car,3,0.5,0.5,0.833333333,0.833333333,0.833333333,0.5,0.666666667,0.833333333,0.833333333,0.833333333,0.666666667,0.5,0.166666667,0.666666667,0.5,1,0.833333333,0.642857143,0.388888889,0.81,0,-1.142495122,-0.317805716,0.002456539,-0.047755346,5.805051789,0.503958503,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.894991657,-0.115798791,0.075661128,-0.09412968,0.396915746,0.125645827,4.332540293,0.345358873,2.167301738,0.307336263,-1.658048382,0.330187028,0.119272061,-0.888829706,-0.904266788,0.215179236,-0.201205797,3.555979401,-0.333145167,1.017014405,-0.235207302,1.258537033,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
493,0,urban,Not,Yes,I don't know,Yes,0,1,0,0,0,0,0, , ,2020, ,HEV,every 4 years, , , , ,Not,Medium car,5,0.333333333,0.5,0.666666667,0.5,0.666666667,0.5,0.666666667,0.333333333,0.333333333,0.5,0.5,0.333333333,0,0.5,0.5,0.5,0.666666667,0.547619048,0.277777778,0.86,0.92,-0.584708566,-0.230956015,0.002255054,-0.0504727,5.97881174,0.810142385,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.161944532,-0.08451916,0.055103716,-0.065962705,0.928999549,0.518152386,1.175740122,0.607893547,1.039067853,0.215500287,-1.014752689,-0.520960791,1.449335409,0.289788546,-0.075828949,0.539662865,0.065356628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.145026606,-0.466059576,1.143292556,-0.199247195,1.475248983,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
496,0,urban,Not,Not,2010-2019,Not,0,0,0,0,0,0,0,Not, , , , , , , , , ,Not, ,4,0.333333333,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,NA,NA,NA,NA,NA,NA,0.19047619,0.166666667,0.79,0.41,-1.863215467,-0.398794012,0.002671274,-0.019144107,5.718825403,0.327267421,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.174763598,-0.427283028,0.784001172,-0.178941882,0.885624132,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
497,0,urban,Not,Yes,1990-1999,Yes,1,0,0,0,0,0,0, ,2014, , ,ConventionalCAR,every 8 years, , , , ,Yes,Medium car,5,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.833333333,0.74,0.67,-1.072550634,-0.243712996,0.001531642,-0.008535888,6.004837856,0.980403457,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.122871987,-0.033371128,0.073373172,-0.059289537,0.394968247,0.833915524,1.175740122,0.607893547,1.039067853,0.215500287,-1.014752689,-0.520960791,1.449335409,0.289788546,-0.075828949,0.539662865,0.065356628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8401207,-0.185009753,0.31710063,-0.103561415,1.87676336,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
498,1,suburban,Not,Yes,2000-2009,Yes,1,1,0,1,0,0,0, ,2020,2020, ,HEV,every 12 years or when needed, , ,PositiveFeedback,Not, ,Medium car,7,NA,NA,NA,NA,NA,NA,0.666666667,1,0.833333333,0.333333333,0.333333333,0.666666667,0.666666667,1,1,0.5,0.5,0.785714286,0.333333333,0.98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.198245937,-0.174337095,0.11127235,-0.066093343,0.606558742,0.446503144,1.175740122,0.607893547,1.039067853,0.215500287,-1.014752689,-0.520960791,1.449335409,0.289788546,-0.075828949,0.539662865,0.065356628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.835008401,-0.186304414,0.624999606,-0.281356999,1.782303933,3.153792289,2.289863379,-0.297357579,-1.66821826,0.182380349,1.614212581,1.090699657,-0.036396201,0.764293046,-0.003157494,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
502,1,urban,Not,Yes,1990-1999,Yes,1,0,0,0,0,1,0, ,2012, , ,ConventionalCAR,every 8 years, ,PositiveFeedback, , ,Yes,Medium car,4,0.5,0.833333333,0.333333333,0.833333333,1,0.666666667,NA,NA,NA,NA,NA,0,0.166666667,0.166666667,0.166666667,1,1,0.357142857,0.777777778,0.9,0.12,-0.676260102,-0.058554959,0.000966875,-0.042041454,8.180662948,0.34477414,1.069849741,0.182137167,0.627185034,1.213393704,-1.064254834,-0.475503789,0.433814273,0.039795865,0.201291911,0.740788254,-0.232731592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.175886449,-0.102922931,0.12135781,-0.084839625,0.441248332,0.507779128,1.175740122,0.607893547,1.039067853,0.215500287,-1.014752689,-0.520960791,1.449335409,0.289788546,-0.075828949,0.539662865,0.065356628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
503,0,urban,Not,Yes,2010-2019,Yes,1,0,0,0,0,0,0, ,2006, , ,ConventionalCAR,every 12 years or when needed, , , , ,Not,Small car,2,0.166666667,0.166666667,0.333333333,0.333333333,0.5,1,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.5,0.047619048,0.333333333,0.72,0.62,-1.175107524,-0.266498207,0.001807453,-0.059189028,5.658081434,0.492985789,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,3.2299454,-0.225883754,0.08543141,-0.090171718,0.672089844,0.522991812,1.90558475,1.02553557,1.796615369,0.190167183,-1.076068181,0.107928073,0.668465529,0.726193125,-0.759835072,0.002130821,0.353338683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08935842,-0.690961037,0.175850655,0.03358938,0.882127558,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
505,0,urban,Not,Not,I don't know,Not,0,0,0,0,0,0,0,Not, , , , , , , , , ,Not, ,3,0,0,0.333333333,0.333333333,1,1,0,0.5,0,0.666666667,0.666666667,NA,NA,NA,NA,NA,NA,0.571428571,0.166666667,0.5,0.65,-0.079116818,-0.038184838,0.000203023,-0.089227437,6.158111069,0.662037511,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.537020144,-0.3704897,0.992703886,-0.174506941,1.656897301,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
506,1,urban,Not,Not,Before 1960,Yes,0,1,0,0,0,0,0, , ,2020, ,HEV,every 8 years, , , , ,Yes,Medium car,3,0.666666667,0.666666667,0.666666667,0.666666667,0.5,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.19047619,0.611111111,0.75,0.61,-1.219613121,-0.258935441,0.000405558,-0.004726191,7.291982288,0.116003465,1.069849741,0.182137167,0.627185034,1.213393704,-1.064254834,-0.475503789,0.433814273,0.039795865,0.201291911,0.740788254,-0.232731592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16685085,-0.048481801,0.098523796,-0.100033338,0.614055237,0.396706481,1.175740122,0.607893547,1.039067853,0.215500287,-1.014752689,-0.520960791,1.449335409,0.289788546,-0.075828949,0.539662865,0.065356628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.332628639,-0.502608631,0.135072237,-0.040987042,1.382949998,3.153792289,2.289863379,-0.297357579,-1.66821826,0.182380349,1.614212581,1.090699657,-0.036396201,0.764293046,-0.003157494,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
507,0,urban,Not,Yes,2010-2019,Yes,1,0,0,0,0,0,0, ,2018, , ,ConventionalCAR,every 12 years or when needed, , , , ,Yes,Small car,5,1,0.5,1,0,1,0.5,1,1,0.333333333,1,0.5,0,0,0,0,1,1,0.261904762,0.111111111,1,0,-0.663024849,-0.172812562,0.002183104,-0.075975396,6.135895959,0.322535975,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,3.759285786,-0.16491943,0.092182366,-0.116823261,0.463500372,0.349830704,1.90558475,1.02553557,1.796615369,0.190167183,-1.076068181,0.107928073,0.668465529,0.726193125,-0.759835072,0.002130821,0.353338683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.754623038,-0.22974411,0.410562389,-0.118310128,1.711134488,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
509,0,urban,Yes,Yes,2010-2019,Not,1,0,0,0,0,0,0, ,2019, , ,ConventionalCAR,every 4 years, , , , ,Yes,Small car,3,0.666666667,0.833333333,0.833333333,0.833333333,0.5,0,0.666666667,0.666666667,0.5,0.666666667,0.166666667,0.5,0.333333333,0.5,0.5,0.166666667,0.666666667,0.452380952,0,0.9,0.5,-0.437143308,-0.06556969,-0.000711729,-0.074751932,6.264641229,0.262965803,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,4.157286748,-0.013675393,0.091742975,-0.138472817,0.408108351,-0.040476773,1.90558475,1.02553557,1.796615369,0.190167183,-1.076068181,0.107928073,0.668465529,0.726193125,-0.759835072,0.002130821,0.353338683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585741246,-0.177016792,0.120638524,-0.134845929,1.791955622,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
511,1,suburban,Not,Yes,2010-2019,Yes,1,0,0,1,1,0,0, ,2015, , ,ConventionalCAR,every 12 years or when needed,2011, ,PositiveFeedback,Yes, ,Small car,2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0.5,0.5,0.80952381,0.277777778,0.89,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.927288451,-0.157991114,0.094975297,-0.125234042,0.399716805,0.116265216,1.90558475,1.02553557,1.796615369,0.190167183,-1.076068181,0.107928073,0.668465529,0.726193125,-0.759835072,0.002130821,0.353338683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.905019314,-0.281382977,0.30852143,-0.221523457,1.175046422,3.153792289,2.289863379,-0.297357579,-1.66821826,0.182380349,1.614212581,1.090699657,-0.036396201,0.764293046,-0.003157494,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
512,1,urban,Not,Yes,2010-2019,Yes,1,0,0,1,0,0,0, ,2020, , ,ConventionalCAR,every 8 years, , ,MixedFeedback,Not, ,Small car,2,NA,NA,NA,NA,NA,NA,0.333333333,0.5,0,1,1,0.166666667,0,0,0,1,1,0.69047619,0.222222222,0.95,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.917561183,-0.249349489,0.080790134,-0.073993364,0.534478165,1.497062586,1.90558475,1.02553557,1.796615369,0.190167183,-1.076068181,0.107928073,0.668465529,0.726193125,-0.759835072,0.002130821,0.353338683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.360395742,-0.364966938,0.884400423,-0.175771877,1.834232896,3.153792289,2.289863379,-0.297357579,-1.66821826,0.182380349,1.614212581,1.090699657,-0.036396201,0.764293046,-0.003157494,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
513,0,urban,Yes,Yes,1970-1979,Not,0,0,0,0,0,0,0,Not, , , , , , , , , ,Not, ,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.571428571,0.222222222,0.5,0.5,-1.333581273,-0.286117834,0.00175379,-0.063136462,5.518064582,0.420852743,1.632934187,0.466730152,0.446159622,0.454964248,-1.004674468,0.122483512,1.09108428,1.228351355,0.320619746,0.052868224,0.012972668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.290712537,-0.405409883,0.646569042,-0.179247642,0.691393504,3.49177582,2.161598038,-0.885443352,-0.970680476,-0.188559868,1.647800162,1.210711697,0.219153083,-0.23124374,0.278823238,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
515,1,urban,Not,Yes,I don't know,Yes,1,0,0,0,0,0,0, ,2017, , ,ConventionalCAR,every 8 years, , , , ,Not,Large car,7,0.5,0.666666667,1,0.833333333,0.5,0.833333333,1,1,1,0.5,0,0,0,0.333333333,0,1,1,0.952380952,0,1,0.28,-0.611390629,0.002344084,0.001109515,-0.041778444,9.193537327,0.638890465,1.069849741,0.182137167,0.627185034,1.213393704,-1.064254834,-0.475503789,0.433814273,0.039795865,0.201291911,0.740788254,-0.232731592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.627564976,-0.112489395,0.095436061,-0.101087683,0.709719661,0.322083506,4.332540293,0.345358873,2.167301738,0.307336263,-1.658048382,0.330187028,0.119272061,-0.888829706,-0.904266788,0.215179236,-0.201205797,6.880895636,-0.019274817,0.340260811,-0.310918557,1.192833546,3.153792289,2.289863379,-0.297357579,-1.66821826,0.182380349,1.614212581,1.090699657,-0.036396201,0.764293046,-0.003157494,0.0557,-0.0621,0.063,-0.0705,0.068,-0.0771
